"id","tweet","spam"
85,"via @MetroMaracaibo\\_: dsd esta trinchera, deseamos a todos una feliz noche. Finalizaron todos nuestros recorridos  #Maracaibo",0
86,"via @raisafuenmayor: @andreslambert10  @ndjchacin de acuerdo,conmigo? claro al fin alduien que me apoya con el problemita de los pañales",0
87,"via @FreedomVzla2014: @VictoriaDGuerra @SomosRebelion  En las llamadas “Zona de Paz” es donde a diario salen los muertos… #Maracaibo",0
88,"via @marjo\\_p\\_m:  , buenas noches quien pueda informarme por favor donde puedo conseguir este medicamento se lo agradezco http://t.co/db2HwH",0
89,"via @yoangni1977:  @ndjchacin te sale acude ! #Maracaibo",0
90,"via @andreslambert10: @raisafuenmayor  @ndjchacin totalmente #Maracaibo",0
91,"via @VictoriaDGuerra: ¡HABLA LA IGLESIA! Las llamadas “zonas de paz” son un disparate descomunal http://t.co/LV8u88ZBjr #RegimenDestructorY",0
92,"via @rdavid\\_c:  @joannasamdrea  comunicante a este nro 04146187297 #Maracaibo",0
93,"via @verou331: así tipo normal, vas a comprar una pendejada y te cobran las bolsas @sundde\\_ve  #PuebloSinLey http://t.co/5DEUV4hGhF",0
94,"via @larm35: Sin señal de Neptuno en zona sur, alguien mas? #Maracaibo",0
95,"via @Jumanchuk:  @joannasamdrea en cualquier CDI o colegio de médicos #Maracaibo",0
96,"via @rivadeneira76:  SOMOS COMO LAS YENAS NOS JODEMOS ENTRE NOSOTROS CUANDO NO HAY NADA MÁS QUÉ COMER.PERO NO ATACAMOS AL JEFE DE LA MANADA",0
97,"via @eli\\_barcelo: @DonReclamon @trafficTACHIRA @trafficMIRANDA @trafficVALENCIA  @trafficLARZUL    https://t.co/P8yvqYSTls #Maracaibo",0
98,"via @larm35:   sin señal de Neptuno zona sur. Alguien mas? #Maracaibo",0
99,"via @raisafuenmayor:  @andreslambert10 @ndjchacin los pañales?perdonen que me meta pero es que me interesa el temita #Maracaibo",0
100,"via @joserafaelvs:  @kakanoel #AprobadounPresidenteApto #Maracaibo",0
101,"via @joannasamdrea:  buenas noches donde sacan certificado de salud en #Maracaibo #Maracaibo",0
102,"via @haroldavid81:  buenas noches #ServPúblico: se solicita medicamento BELARA gracias. #Maracaibo",0
103,"via @Rayner\\_1:  @rivadeneira76 Recuerdo que llevaba uno de 100 a la escuela para comprar desayuno en la cantina, y me quedaba para chucherí",0
104,"via @andreslambert10:  @ndjchacin el problema es la producción no hay y todo lo regulan #Maracaibo",0
105,"#NosotrosLaMovemos en toda #Venezuela desde las 8pm con el Show En Vivo @MoviendoLaNoche",0
106,"via @jefuenmayor:  @ndjchacin cuando gente como tu aprenda a escribir seguramente se acaba el bachaqueo. #Maracaibo",0
107,"via @drchoper:  quien informa el resultado de la reunión de médicos en el central #Maracaibo",0
108,"via @ndjchacin:  hoy un Kolonviano hizo una compra en traki de 40mil en puros pantalones. Pa bachaquearlos en kolonvia. Nos están Quebrando.",0
109,"via @kakanoel:  Venezuela necesita urgentemente un presidente apto y capacitado para sacarnos de este abismo en que nos han metido.",0
110,"via @rivadeneira76:  .cuando el dinero si valía y \"NO ERA FUERTE\" http://t.co/mIKQnhHbPj #Maracaibo",0
111,"via @chepina55:  @oimararamirez cuando dejen de molestar me dices si estas interesada el bulto trae 12 paquetes #Maracaibo",0
112,"via @odranoelpv: Él es el que pelea nuestra Batalla ☺ Dios es por Nosotros Venezuela clama a los cielos.  http://t.co/0Nf6bm0syY #Maracaibo",0
113,"via @raisafuenmayor:  @desireeg1716 @chepina55 partida de nacimiento sino ,no hay pañales,estoy en google si veo algo te aviso,no soy mala",0
114,"via @odranoelpv:  @HBasesor hoy en mi oficina jamas hubo Internert de ABA que esta pasandooo Diossss mioooo.. #Maracaibo",0
115,"via @EliseoEldrago:  Me uno al clamor de esta dama, lo q expresa se oye todos los días en el país http://t.co/Drl2jJD9DG #Maracaibo",0
116,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirezporque no aguantooo,bueno me voy a google yo si te recuerdo lleva partida de n",0
117,"via @HBasesor:  sera q a CANTV tambien la defeco la iguana y hiso caer la velocidad del ABA no hay internet pero tenemos PATRIIIIAAAA.",0
118,"Todos quieren decir ¡YO INVITO a @CinexVe! Con #Multipass pre pagas 5 entradas por Bs.600 http://t.co/XzZA6YxFgE http://t.co/xW2FNcstls",0
119,"|*********[[HORA PICO]]********| 
Reporta dsd tu casa u oficina,
calle o av., todos reportamos, 
todos nos enteramos http://t.co/5CTjrx6xFM",0
120,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez para que mis muchacha no le tumben la cola jjaja pero yo averiguo,me interesa",0
121,"via @japa49:  anarquía con los animales que c estacionan  en las fruterías estudios generales #Maracaibo",0
122,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez segurito tiene mi problema que ya estoy molesta y está callaita y no me avisa",0
123,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez nada no veo nada repaso el twitter  no leo quiiiiien sabrá? y está callado ah",0
124,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez acuerdense de reportarme colas de pañales primero a mi paque vayan a bachaque",0
125,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez tuvieron tripones en la cuarta ,ah no sabian de la quinta jajja está fuerte",0
126,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez ya hasta parezco un fiscal jajaj leo tweet ,prensa,radio,quien las mandó a pa",0
127,"via @Libertmcbo:  @KarelisLabarca en la clínica veterinaria de la universidad del Zulia por el estadio de béisbol #Maracaibo",0
128,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez Uds.repoportan tránsito, mi reporte para ellas es donde están las colas de pa",0
129,"via @jacquelin22864:  ,. #Maracaibo",0
130,"via @patyciia:  @KarelisLabarca asodepa #Maracaibo",0
131,"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* http://t.co/VNjoDJWBVs",0
132,"via @patyciia:  @KarelisLabarca  consulta con la gente de  ellos te pueden orientar #Maracaibo",0
133,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez por fa plisss,,pienso mudarme ,no soporto,que será alguien me sugiere algo...",0
134,"|*******[[EN HORA PICO]]******| 

Yo reporto el tráfico, porque si todos 
reportamos, todos nos enteramos! 
http://t.co/uqnk0fKy3o",0
135,"via @SU197012:  Necesito un buen estilista para caballero quien me recomienda uno zona norte x fa #Maracaibo",0
136,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez llegan a saber me avisan siiiiii,me guardan,paso cadenas a esas mujeres",0
137,"via @KarelisLabarca:  donde le pueden tomar RX a un perrito con posible fractura?? #Maracaibo #Maracaibo",0
138,"via @EDILUB:  @raisafuenmayor @desireeg1716 @chepina55 @aimararamirez #Maracaibo",0
139,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez aja por eso es otra cosa me sacan los trapitos para todo,,,no me avisan si y",0
140,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez si sabeis de otro pila aqui estoy leyendo tweets ,los estoy cazando dsd aquí",0
141,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez necesito de verdad,solucionar lo de los trapitos.... #Maracaibo",0
142,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez lástima que los vendiste ya me había emocionado ,me duró muy poca la alegría",0
143,"via @AxelCohen:  En CANTV del C.C Salto Ángel hay modem Wi-Fi en 675 Bs., de contado. Solo los venden con reporte de modem dañado  #Maracai",0
144,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez a vaiiiiiiiina viste ya me fregue veré que hago ,pero cada día están insoport",0
145,"via @AxelCohen:  En CANTV del C.C Salto Ángel hay modem Wi-Fi en 675 Bs., de contado. Solo los venden con reporte de modem dañado .",0
146,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez jajaj me da pena pero no me han dicho donde es la cola #Maracaibo",0
147,"via @desireeg1716: @raisafuenmayor  @chepina55 @aimararamirez ese tweet es de la mañana pero el internet esta como lento ya lo vendi discul",0
148,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez casi me les escondo por que dsd lejos se les siente el tufito #Maracaibo",0
149,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez pañales por fa ,estoy que se los digo a ver si van a hacer colitas #Maracaibo",0
150,"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* 
http://t.co/oRvMIhn8CE",0
151,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez claro si cargan a los muchachitos con trapitos jajaj digame donde están los p",0
152,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez aja para ver si mis sobrinas logran porqu cuando me visitan hay un olorcito,c",0
153,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez Dimeeeee para pasar una cadena yaaaa #Maracaibo",0
154,"via @raisafuenmayor:  @desireeg1716 @chepina55 @aimararamirez dónde ahhhhhhhhhhhhhhhhhhhhaaaaaaaaaaaaaaaaaaa'? #Maracaibo",0
155,"via @desireeg1716:  @chepina55 @aimararamirez el bulto de pañales? #Maracaibo",0
156,"REPORTES DEL TRÁFICO
---Si Todos Reportamos...
...Todos Nos Enteramos---
|****[[HORA PICO]]*****| http://t.co/vSBZQX5x2X",0
157,"via @Omar331112:  @trafficMERIDA @trafficBARINAS  https://t.co/InlUvQtIdv #Maracaibo",0
158,"via @conoehsumadre:   Bugs Bunny Celebra 75 aÑos y esta igualito, me hace acordar a #DonFrancisco http://t.co/bcWqZsn6Zg #Maracaibo",0
159,"via @PatryIsabel69:  @Solotouche llama aquí para verificar existencia. http://t.co/u5CZnAzOaK #Maracaibo",0
160,"via @chepina55:  @aimararamirez yo tengo el bulto a 5000 talla M #Maracaibo",0
161,"via @\\_TonyRey: Prueba / test @trafficGUARICO @trafficCORO  @trafficMERIDA #Maracaibo",0
162,"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* 
http://t.co/OV7v92CZ6T",0
163,"via @AndreinaArba:  mira este https://t.co/iuonCKIyWu #maracaibo #Maracaibo",0
164,"via @AndreinaArba:  @\\_Eduardoavp  mira este https://t.co/iuonCKIyWu y hablamos #Maracaibo",0
165,"via @AndreinaArba:  @joseromer2 @\\_Eduardoavp  mira este https://t.co/iuonCKIyWu y hablamos #Maracaibo",0
166,"via @aimararamirez: Alguien sabe donde están vendiendo pañales para adultos?  #Maracaibo",0
167,"via @cildecue:  @jacque\\_07 Que tiempos aquellos......Hay DIOS #Maracaibo",0
168,"via @morbidenelson:  como esta la uno y el puente quien informa? #Maracaibo",0
169,"En sólo 10 minutos tu reporte del tránsito de #trafficMcbo por @FMOK101 en @espositivo. Escríbenos! Todos reportamos, todos nos enteramos!",0
170,"via @JorgeCobo22: @infourbe Si d casualidad están fallos d ingresos,puedn poner el carné a 3.000bf nosotros aquí somos ricos tranquilosss!!",0
171,"via @deisyprg:  @zuewfelici #Maracaibo",0
172,"via @manuelillasaenz: Señores tranca elevado los olivos via universidad del Zulia  , ojo #Maracaibo",0
173,"via @morbidenelson:  @zulianidad Dr José herrera #Maracaibo",0
174,"via @Elbamargarita92:   #TammyMiaURU Amigos MiaURU, hoy llevé a Tammy a consulta. Le hicieron exámenes de… https://t.co/wJktJlJx8Z",0
175,"via @EricDavidSon201: @trafficvzla @trafficaracas @traffictachira  @trafficarc d 24hrs q tiene el día los venezolanos gastan 10hras haciend",0
176,"(((PRIORIDAD REPORTES))) 

Recordando Actual Horario 

|**[[Canal en Prioridad]]**|

---...T\\_R\\_Á\\_N\\_S\\_I\\_T\\_O...--- 
http://t.co/YgV5DC7X9S",0
177,"via @zulianidad:  Si no desea que a la C3 le cambien el nombre por Maisanta ¿cuál le colocaría usted? #Maracaibo",0
178,"via @MarcosBritoP:  @alciraprado un mustang menos de 72 mil :'( #Maracaibo",0
179,"via @alciraprado:  http://t.co/C4tm9O9aOO #Maracaibo",0
180,"via @yaridacardozo:  alguien podría informarme acerca del monto de impuesto de salida de Mcbo, del aeropuerto, vuelo internacional",0
181,"via @Andres\\_Axis:  @jacque\\_07 y como rendían compadre! #Maracaibo",0
182,"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* 

http://t.co/J5SUZTRAEh",0
183,"via @Solotouche: ¿Donde puedo conseguir Rifocina en #Maracaibo? URGENTE  #Maracaibo",0
184,"via @jacque\\_07:  Que tiempos aquellos antes de la reconversión http://t.co/HJQV4loSbB #Maracaibo",0
185,"via @juanmorla2015:  @cnncreole @mamiyita01 @carmendeandrade @trafficVALERA y tu @mashirafael qe dices que Venezuela no hay pobreza",0
186,"SPAM BLOQUEADO difunde información falsa: @soyarcal http://t.co/AouxgcUZGL",0
187,"via @salusa00:  @nathyncss @julianjulian130 yo apague mi Pc xq mi internet esta muy lenta no puedo abrir nada #Maracaibo",0
188,"via @ginxm250812:  @julianjulian130  tranquilo hermano esta con velocidad morrocoy #Maracaibo",0
189,"via @julianjulian130: @LorenaAnez  el mio esta poteado dsd el sábado! #Maracaibo",0
190,"via @mamiyita01: @cnncreole @Photo5065   @zoraidazambrano @OriaG\\_ Saludos cordiales a todos guerreros. #Maracaibo",0
191,"via @nathyncss: “ ya llevo 1 semana c/la petak @julianjulian130: El ABBA sigue lento o es la petaca mía? Alguien informe por favor! #Maraca",0
192,"via @LorenaAnez:  @julianjulian130 El mio ni abre las páginas dsd antier, y sirve aveces! Dsde q esa empresa la agarraron las moscas...",0
193,"via @nathyncss: “ via nooooooooooooooo.....  @zulianida #Maracaibo” #Maracaibo",0
194,"via @anamcbo1:   https://t.co/D1GuwbU9Ou #Maracaibo",0
195,"via @cnncreole:   @mamiyita01 @carmendeandrade @trafficVALERA . . . así son las cosas http://t.co/W4Wby7ffFa #Maracaibo",0
196,"via @ViejoFernandez:  @julianjulian130 Ninguna petaca, el ABBA esta como el gobiernucho, no sirve para NADA #Maracaibo",0
197,"SPAM BLOQUEADOS difundn info falsa: @Arteriaxilar @\\_Electrostatico @TurboMaldito @Haroldnog @HssNoguera @mariaurangaa http://t.co/AouxgcUZGL",0
198,"via @julianjulian130: El ABBA sigue lento o es la petaca mía? Alguien informe por favor! #Maracaibo",0
199,"via @Jucepaz:  @67petit @zulianidad AY....DIOS   MOI...QUE  PAVA  LE  VAN  A  ECHAR  A  ESA  av.....PAVA  Y  SATÁNICA....OH    DIOS..",0
200,"via @Zulpilar:  @zulianidad claro o q Nooooo #Maracaibo",0
201,"via @milvag01: Quien vea un Optra Plateado placas AC844HM por favor avisame #Maracaibo",0
202,"via @made\\_prieto:  @zulianidad NO, NO, NO y NO! #Maracaibo",0
203,"via @67petit:  @zulianidad Hasta cuando tanta RIDICULEZ. #Maracaibo",0
204,"via @zulianidad:  ¿Está usted de acuerdo con el cambio de nombre de la Circunvalación 3 a Maisanta? #Maracaibo",0
205,"via @mayren15:  donde están vendiendo pañales #Maracaibo agradezco la información #Maracaibo",0
206,"(((PRIORIDAD REPORTES))) 

Recordando Actual Horario 

|**[[Canal en Prioridad]]**|

---...T\\_R\\_Á\\_N\\_S\\_I\\_T\\_O...--- 

http://t.co/umjMGGOcZt",0
207,"via @freddygalue:   PanchoArias2012 a esta hora MIL BACHAQUEROS en CENTRO 99 de la C.2. Esto no lo para nadie. #Maracaibo",0
208,"via @coromotofereira:  Trabajos en IslaCentral C1 N/S ... Bajando Dist. Delicias http://t.co/j8BeCVkR7C #Maracaibo",0
209,"via @coromotofereira:  Choque en Av.13/89 http://t.co/JgfnstrSW4 #Maracaibo",0
210,"via @VzlaenResisten: @traffiCARACAS @trafficVALENCIA @
@trafficMIRANDA  @trafficLARA @trafficTACHIRA @trafficMERIDA http://t.co/J8ibnbVCns",0
211,"via @lenriquecaicedo:  en rafito villabolo #Maracaibo",0
212,"(((PRIORIDAD REPORTES))) 

Recordando Actual Horario 

|**[[Canal en Prioridad]]**|

---...T\\_R\\_Á\\_N\\_S\\_I\\_T\\_O...--- 

 http://t.co/icEkqHPoey",0
213,"via @marlyt13:  buenas tardes por favor para  ver si me pueden ayudar de algun lugar donde esten vendiendo pañales XG... gracias de antemano",0
214,"via @joseromer2:  @\\_Eduardoavp seguro que el victimario es el sacerdote y no los supuestos menores de edad? o si  fue verdad lo que dijo ?",0
